id,category,prompt,expected_task,expected_floor,classified_task,routed_model,routed_tier,task_correct,floor_ok,ceiling_ok,design_pass_pct,router_cost,benchmark_cost,llm_fellback,error
creat-1,creative_generation,"make a simple breakout web game",creative_generation,mid,creative_generation,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.065955,0.354225,N,""
creat-2,creative_generation,"build a snake game in HTML and JS",creative_generation,mid,creative_generation,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.488955,N,""
creat-3,creative_generation,"make a pong game",creative_generation,mid,creative_generation,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.072138,0.302715,N,""
creat-4,creative_generation,"build a tetris clone",creative_generation,mid,creative_generation,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.450015,N,""
creat-5,creative_generation,"make a 2048 game in vanilla JS",creative_generation,mid,creative_generation,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
creat-6,creative_generation,"build a memory match card game with 16 cards",creative_generation,mid,creative_generation,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
creat-7,creative_generation,"make a flappy bird clone",creative_generation,mid,creative_generation,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
creat-8,creative_generation,"build a wordle clone",creative_generation,mid,creative_generation,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
creat-9,creative_generation,"make a landing page for an AI startup called Cupid",creative_generation,mid,creative_generation,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
creat-10,creative_generation,"build a portfolio site with hero, projects, and contact sections",creative_generation,mid,creative_generation,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
creat-11,creative_generation,"make an interactive demo of conway's game of life",creative_generation,mid,creative_generation,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
creat-12,creative_generation,"build a kanban board app — drag and drop cards between columns",creative_generation,mid,creative_generation,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
creat-13,creative_generation,"make a pomodoro timer app",creative_generation,mid,unknown,openai/gpt-4o-mini,mid,N,Y,Y,0,0.000348,0.000000,Y,""
creat-14,creative_generation,"build a tip calculator app with bill splitting",creative_generation,mid,unknown,openai/gpt-4o-mini,mid,N,Y,Y,0,0.000394,0.000000,Y,""
creat-15,creative_generation,"make a tiny chat app demo with fake AI responses",creative_generation,mid,creative_generation,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
creat-16,creative_generation,"build a weather dashboard with mock data and pretty icons",creative_generation,mid,test_generation,openai/gpt-4o-mini,mid,N,Y,Y,20,0.000384,0.000000,Y,""
exp-1,explanation,"explain how promise.allsettled differs from promise.all",explanation,cheap,explanation,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000205,0.000000,Y,""
exp-2,explanation,"what's the difference between interface and type in typescript",explanation,cheap,architecture_design,anthropic/claude-sonnet-4.6,strong,N,Y,N,100,0.000000,0.000000,Y,""
exp-3,explanation,"what does this code do",explanation,cheap,explanation,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000208,0.000000,Y,""
exp-4,explanation,"what is the event loop in node",explanation,cheap,explanation,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000174,0.000000,Y,""
exp-5,explanation,"explain javascript closures with an example",explanation,cheap,explanation,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000159,0.000000,Y,""
exp-6,explanation,"what's CORS and how do i handle it",explanation,cheap,security_sensitive_change,anthropic/claude-sonnet-4.6,strong,N,Y,N,100,0.000000,0.000000,Y,""
exp-7,explanation,"explain the difference between SQL JOIN types",explanation,cheap,database_schema_change,anthropic/claude-sonnet-4.6,strong,N,Y,N,100,0.000000,0.000000,Y,""
exp-8,explanation,"summarize the changes in React 19",explanation,cheap,explanation,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000149,0.000000,Y,""
exp-9,explanation,"what does this regex do: /^(?=.*[A-Z])(?=.*\d).{8,}$/",explanation,cheap,explanation,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000145,0.000000,Y,""
exp-10,explanation,"what is dependency injection and when should I use it",explanation,cheap,explanation,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000155,0.000000,Y,""
edit-1,simple_edit,"rename variable x to count in this function",simple_edit,cheap,simple_edit,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000125,0.000000,Y,""
edit-2,simple_edit,"add a JSDoc comment to this function",simple_edit,cheap,documentation_write,openai/gpt-4o-mini,mid,N,Y,Y,100,0.000117,0.000000,Y,""
edit-3,simple_edit,"convert this from var to const/let",simple_edit,cheap,unknown,openai/gpt-4o-mini,mid,N,Y,Y,100,0.000103,0.000000,Y,""
edit-4,simple_edit,"remove all console.log calls from this file",simple_edit,cheap,simple_edit,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000123,0.000000,Y,""
edit-5,simple_edit,"add type annotations to these function parameters",simple_edit,cheap,simple_edit,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000121,0.000000,Y,""
edit-6,simple_edit,"fix the typo in this error message: 'Cant find user'",simple_edit,cheap,local_bug_fix,openai/gpt-4o-mini,mid,N,Y,Y,100,0.000169,0.000000,Y,""
edit-7,simple_edit,"rename file constants.js to config.js and update imports",multi_file_refactor,cheap,simple_edit,openai/gpt-4o-mini,mid,N,Y,Y,100,0.000137,0.000000,Y,""
edit-8,simple_edit,"change all double quotes to single quotes in this file",simple_edit,cheap,multi_file_refactor,anthropic/claude-sonnet-4.6,strong,N,Y,N,100,0.000000,0.000000,Y,""
edit-9,simple_edit,"sort these imports alphabetically",simple_edit,cheap,unknown,openai/gpt-4o-mini,mid,N,Y,Y,100,0.000143,0.000000,Y,""
edit-10,simple_edit,"add a TODO comment above this function explaining what's missing",simple_edit,cheap,unknown,openai/gpt-4o-mini,mid,N,Y,Y,100,0.000118,0.000000,Y,""
ui-1,ui_change,"add hover and focus styles to this button using Tailwind",ui_change,cheap,ui_change,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000120,0.000000,Y,""
ui-2,ui_change,"make this card layout stack vertically on mobile",ui_change,cheap,ui_change,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000127,0.000000,Y,""
ui-3,ui_change,"change the primary color from indigo to emerald in this component",ui_change,cheap,ui_change,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000148,0.000000,Y,""
ui-4,ui_change,"add a loading spinner to this button when isLoading prop is true",ui_change,cheap,ui_change,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000267,0.000000,Y,""
ui-5,ui_change,"add an accessibility aria-label to this icon button",ui_change,cheap,ui_change,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000138,0.000000,Y,""
ui-6,ui_change,"increase the font size of the heading and add letter-spacing",ui_change,cheap,ui_change,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000140,0.000000,Y,""
ui-7,ui_change,"wrap this component in a card with shadow and rounded corners",ui_change,cheap,ui_change,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000141,0.000000,Y,""
ui-8,ui_change,"add a fade-in animation when this modal opens",ui_change,cheap,ui_change,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000271,0.000000,Y,""
test-1,test_generation,"write vitest tests for this chunk function covering edge cases",test_generation,cheap,test_generation,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000330,0.000000,Y,""
test-2,test_generation,"write jest tests for an email validator covering valid, invalid, null",test_generation,cheap,test_generation,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000280,0.000000,Y,""
test-3,test_generation,"generate vitest tests including async error cases for this fetchUser function",test_generation,cheap,test_generation,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000278,0.000000,Y,""
test-4,test_generation,"write playwright e2e tests for the login flow",test_generation,cheap,test_generation,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000383,0.000000,Y,""
test-5,test_generation,"add unit tests for this date formatter — test ISO, US, EU formats",test_generation,cheap,test_generation,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000317,0.000000,Y,""
test-6,test_generation,"generate property-based tests with fast-check for this sort function",test_generation,cheap,test_generation,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000295,0.000000,Y,""
test-7,test_generation,"write integration tests for the orders API endpoint",test_generation,cheap,api_implementation,anthropic/claude-sonnet-4.6,strong,N,Y,N,100,0.013105,0.000000,Y,""
test-8,test_generation,"add snapshot tests for this React Card component",test_generation,cheap,ui_change,openai/gpt-4o-mini,mid,N,Y,Y,100,0.000145,0.000000,Y,""
test-9,test_generation,"write a test that asserts this function throws on invalid input",test_generation,cheap,test_generation,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000206,0.000000,Y,""
test-10,test_generation,"mock this fetch call and write tests for the data transformation",test_generation,cheap,test_generation,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000396,0.000000,Y,""
bug-1,local_bug_fix,"this function returns undefined when array is empty. fix it to return 0",local_bug_fix,cheap,local_bug_fix,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000183,0.000000,Y,""
bug-2,local_bug_fix,"this function has a race condition when called concurrently. find and fix",local_bug_fix,mid,local_bug_fix,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000209,0.000000,Y,""
bug-3,local_bug_fix,"useEffect runs in infinite loop. find the bug",local_bug_fix,cheap,local_bug_fix,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000213,0.000000,Y,""
bug-4,local_bug_fix,"there's an off-by-one bug. fix it",local_bug_fix,cheap,local_bug_fix,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000189,0.000000,Y,""
bug-5,local_bug_fix,"this api endpoint sometimes returns stale data — i think it's a caching issue",local_bug_fix,mid,api_implementation,anthropic/claude-sonnet-4.6,strong,N,Y,Y,100,0.006715,0.000000,Y,""
bug-6,local_bug_fix,"my docker build is failing with permission denied on alpine. what's wrong",local_bug_fix,mid,local_bug_fix,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
bug-7,local_bug_fix,"this regex matches too much. it should only match ISO dates",local_bug_fix,cheap,unknown,openai/gpt-4o-mini,mid,N,Y,Y,100,0.000183,0.000000,Y,""
bug-8,local_bug_fix,"production is showing 'EADDRINUSE' on startup intermittently",local_bug_fix,mid,unknown,anthropic/claude-sonnet-4.6,strong,N,Y,Y,100,0.000000,0.000000,Y,""
bug-9,local_bug_fix,"tests pass locally but fail on CI with timezone issues",local_bug_fix,mid,local_bug_fix,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000196,0.000000,Y,""
bug-10,local_bug_fix,"why is my code slow",local_bug_fix,mid,performance_optimization,anthropic/claude-sonnet-4.6,strong,N,Y,Y,100,0.000000,0.000000,Y,""
bug-11,local_bug_fix,"memory leak in my Node service — heap grows ~50MB per hour",local_bug_fix,strong,performance_optimization,anthropic/claude-sonnet-4.6,strong,N,Y,Y,100,0.000000,0.000000,Y,""
bug-12,local_bug_fix,"deadlock between two transactions. trace and fix",local_bug_fix,strong,database_schema_change,anthropic/claude-sonnet-4.6,strong,N,Y,Y,100,0.000000,0.000000,Y,""
api-1,api_implementation,"write an express POST /todos endpoint that validates with Zod and saves to Prisma",api_implementation,mid,api_implementation,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.008845,0.000000,Y,""
api-2,api_implementation,"write a Fastify GET /users/:id that returns 404 if missing, 200 otherwise",api_implementation,mid,unknown,openai/gpt-4o-mini,mid,N,Y,Y,100,0.000209,0.000000,Y,""
api-3,api_implementation,"add input validation with Zod and proper error responses to this handler",api_implementation,mid,api_implementation,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.007310,0.000000,Y,""
api-4,api_implementation,"create a tRPC router for managing todos with create/list/delete",api_implementation,mid,ui_change,openai/gpt-4o-mini,mid,N,Y,Y,100,0.000231,0.000000,Y,""
api-5,api_implementation,"add pagination + sorting to this list endpoint",api_implementation,mid,api_implementation,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.010090,0.000000,Y,""
api-6,api_implementation,"implement webhook receiver that verifies HMAC signature",api_implementation,strong,security_sensitive_change,anthropic/claude-sonnet-4.6,strong,N,Y,Y,100,0.000000,0.000000,Y,""
api-7,api_implementation,"build a websocket endpoint for live notifications using socket.io",api_implementation,mid,api_implementation,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.008630,0.000000,Y,""
api-8,api_implementation,"implement file upload endpoint with multer, size limit 5mb",api_implementation,mid,api_implementation,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.009210,0.000000,Y,""
sec-1,security_sensitive_change,"implement password verification with bcrypt and constant-time comparison",security_sensitive_change,strong,security_sensitive_change,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
sec-2,security_sensitive_change,"rotate a JWT access token: validate old, issue new with new expiration",security_sensitive_change,strong,security_sensitive_change,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
sec-3,security_sensitive_change,"add CSRF protection to this Express app's mutating endpoints",security_sensitive_change,strong,api_implementation,anthropic/claude-sonnet-4.6,strong,N,Y,Y,100,0.007155,0.000000,Y,""
sec-4,security_sensitive_change,"encrypt API keys at rest with AES-256-GCM, decrypt on read",security_sensitive_change,strong,security_sensitive_change,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
sec-5,security_sensitive_change,"implement rate limiting for login endpoint to prevent brute force",security_sensitive_change,strong,api_implementation,anthropic/claude-sonnet-4.6,strong,N,Y,Y,100,0.007100,0.000000,Y,""
sec-6,security_sensitive_change,"validate Stripe webhook signature before processing payment events",security_sensitive_change,strong,security_sensitive_change,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
sec-7,security_sensitive_change,"add OAuth2 PKCE flow for our SPA login",security_sensitive_change,strong,security_sensitive_change,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
sec-8,security_sensitive_change,"implement secure password reset flow with single-use token",security_sensitive_change,strong,security_sensitive_change,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
sec-9,security_sensitive_change,"harden this auth middleware: timing-safe, fail-closed, audit log",security_sensitive_change,strong,api_implementation,anthropic/claude-sonnet-4.6,strong,N,Y,Y,100,0.009585,0.000000,Y,""
sec-10,security_sensitive_change,"add input sanitization to prevent SQL injection in this raw query",security_sensitive_change,strong,security_sensitive_change,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
db-1,database_schema_change,"write a Prisma migration to add NOT NULL 'created_at' to existing orders table (50M rows)",database_schema_change,strong,database_schema_change,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
db-2,database_schema_change,"add a unique composite index on (user_id, slug) on posts without locking",database_schema_change,strong,database_schema_change,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
db-3,database_schema_change,"split 'name' on users into 'first_name'/'last_name' with data migration",database_schema_change,strong,database_schema_change,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
db-4,database_schema_change,"add foreign key from orders.user_id to users.id without table scan lock",database_schema_change,strong,database_schema_change,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
db-5,database_schema_change,"create a partial unique index on email where deleted_at is null",database_schema_change,strong,database_schema_change,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
db-6,database_schema_change,"convert this enum column to a lookup table — preserve historical data",database_schema_change,strong,ui_change,openai/gpt-4o-mini,mid,N,N,Y,100,0.000143,0.000000,Y,""
db-7,database_schema_change,"add a soft-delete column with a partial index excluding deleted rows",database_schema_change,strong,database_schema_change,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
db-8,database_schema_change,"shard the orders table by tenant_id — design the migration plan",architecture_design,strong,database_schema_change,anthropic/claude-sonnet-4.6,strong,N,Y,Y,100,0.000000,0.000000,Y,""
ref-1,multi_file_refactor,"extract auth logic from routes/users.ts into a services/authService.ts",multi_file_refactor,mid,security_sensitive_change,anthropic/claude-sonnet-4.6,strong,N,Y,Y,100,0.000000,0.000000,Y,""
ref-2,multi_file_refactor,"rename 'Customer' class to 'Client' across all imports and usages",multi_file_refactor,mid,simple_edit,openai/gpt-4o-mini,mid,N,Y,Y,100,0.000175,0.000000,Y,""
ref-3,multi_file_refactor,"split this 800-line component into smaller focused components",multi_file_refactor,mid,ui_change,openai/gpt-4o-mini,mid,N,Y,Y,100,0.000234,0.000000,Y,""
ref-4,multi_file_refactor,"convert this codebase from callbacks to async/await throughout",multi_file_refactor,mid,unknown,openai/gpt-4o-mini,mid,N,Y,Y,100,0.000223,0.000000,Y,""
ref-5,multi_file_refactor,"introduce a logger module and replace all console.log calls with it",multi_file_refactor,mid,simple_edit,openai/gpt-4o-mini,mid,N,Y,Y,100,0.000164,0.000000,Y,""
ref-6,multi_file_refactor,"move shared types into a separate types/ folder and update imports",multi_file_refactor,mid,unknown,openai/gpt-4o-mini,mid,N,Y,Y,100,0.000289,0.000000,Y,""
arch-1,architecture_design,"design a notification system supporting email, SMS, push — extensible to new channels",architecture_design,mid,architecture_design,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
arch-2,architecture_design,"we have a monolith with auth, payments, analytics. should we split? team of 6, 1M req/day",architecture_design,mid,security_sensitive_change,anthropic/claude-sonnet-4.6,strong,N,Y,Y,100,0.000000,0.000000,Y,""
arch-3,architecture_design,"design a job queue with retries, DLQ, and exactly-once semantics",architecture_design,strong,architecture_design,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
arch-4,architecture_design,"we need to migrate from REST to GraphQL — propose a phased plan",architecture_design,strong,database_schema_change,anthropic/claude-sonnet-4.6,strong,N,Y,Y,100,0.000000,0.000000,Y,""
arch-5,architecture_design,"design a multi-tenant data model with row-level isolation",architecture_design,strong,architecture_design,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
arch-6,architecture_design,"real-time collaborative editing — propose the conflict resolution model",architecture_design,strong,unknown,openai/gpt-4o-mini,mid,N,N,Y,100,0.000441,0.000000,Y,""
perf-1,performance_optimization,"this React component re-renders too often. find and fix unnecessary re-renders",performance_optimization,mid,ui_change,openai/gpt-4o-mini,mid,N,Y,Y,100,0.000165,0.000000,Y,""
perf-2,performance_optimization,"this list query is N+1. rewrite with eager loading",performance_optimization,mid,ui_change,openai/gpt-4o-mini,mid,N,Y,Y,100,0.000173,0.000000,Y,""
perf-3,performance_optimization,"our LCP is 4.2s. give me a prioritized list of fixes",performance_optimization,mid,performance_optimization,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.001861,0.000000,Y,""
perf-4,performance_optimization,"this aggregate query takes 8s. show me an indexed approach",performance_optimization,mid,database_schema_change,anthropic/claude-sonnet-4.6,strong,N,Y,Y,100,0.000000,0.000000,Y,""
perf-5,performance_optimization,"bundle size is 1.8MB. propose a code-splitting strategy",performance_optimization,mid,performance_optimization,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.004519,0.000000,Y,""
perf-6,performance_optimization,"this loop is hot in flamegraph — vectorize or rewrite for speed",performance_optimization,strong,unknown,openai/gpt-4o-mini,mid,N,N,Y,100,0.000189,0.000000,Y,""
devops-1,devops_config,"write a multi-stage Dockerfile for a Next.js production build",devops_config,mid,devops_config,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
devops-2,devops_config,"write a github actions workflow that runs lint, test, and deploys on main",devops_config,mid,devops_config,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
devops-3,devops_config,"k8s deployment + service + HPA for a Node service, with resource limits",devops_config,strong,devops_config,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
devops-4,devops_config,"set up nginx as reverse proxy with TLS and rate limiting",devops_config,strong,devops_config,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
devops-5,devops_config,"terraform module for an RDS Postgres with backups",devops_config,strong,database_schema_change,anthropic/claude-sonnet-4.6,strong,N,Y,Y,100,0.000000,0.000000,Y,""
devops-6,devops_config,"write a docker-compose for postgres + redis + the app with healthchecks",devops_config,mid,database_schema_change,anthropic/claude-sonnet-4.6,strong,N,Y,Y,100,0.000000,0.000000,Y,""
doc-1,documentation_write,"generate a README for this project with install, usage, contributing sections",documentation_write,cheap,documentation_write,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000178,0.000000,Y,""
doc-2,documentation_write,"add JSDoc to every exported function in this file",documentation_write,cheap,explanation,openai/gpt-4o-mini,mid,N,Y,Y,100,0.000201,0.000000,Y,""
doc-3,documentation_write,"write an ADR for choosing Postgres over MongoDB for this project",documentation_write,cheap,database_schema_change,anthropic/claude-sonnet-4.6,strong,N,Y,N,100,0.000000,0.000000,Y,""
doc-4,documentation_write,"generate an OpenAPI spec for these Express routes",documentation_write,cheap,documentation_write,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000383,0.000000,Y,""
doc-5,documentation_write,"write release notes for v2.0 highlighting breaking changes",documentation_write,cheap,devops_config,anthropic/claude-sonnet-4.6,strong,N,Y,N,100,0.000000,0.000000,Y,""
dep-1,dependency_update,"upgrade React 17 to 19. list breaking changes I need to address",dependency_update,mid,ui_change,openai/gpt-4o-mini,mid,N,Y,Y,100,0.000170,0.000000,Y,""
dep-2,dependency_update,"upgrade Express 4 to 5. migration guide for this app",dependency_update,mid,database_schema_change,anthropic/claude-sonnet-4.6,strong,N,Y,Y,100,0.000000,0.000000,Y,""
dep-3,dependency_update,"npm audit reports 3 high-severity vulns. fix them",dependency_update,mid,dependency_update,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
dep-4,dependency_update,"bump TypeScript 5.0 to 5.4 — what new strict checks will break",dependency_update,mid,unknown,openai/gpt-4o-mini,mid,N,Y,Y,100,0.000233,0.000000,Y,""
rev-1,code_review,"review this PR diff and call out issues by severity",code_review,cheap,code_review,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000064,0.000000,Y,""
rev-2,code_review,"review this auth handler — focus on security",code_review,mid,api_implementation,anthropic/claude-sonnet-4.6,strong,N,Y,Y,100,0.009085,0.000000,Y,""
rev-3,code_review,"is this React component idiomatic? what would you change",code_review,cheap,ui_change,openai/gpt-4o-mini,mid,N,Y,Y,100,0.000086,0.000000,Y,""
rev-4,code_review,"review this migration for production safety",code_review,strong,database_schema_change,anthropic/claude-sonnet-4.6,strong,N,Y,Y,100,0.000000,0.000000,Y,""
rev-5,code_review,"give feedback on the naming and structure of this module",code_review,cheap,code_review,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000083,0.000000,Y,""
rw-1,prompt_rewrite_only,"rewrite this prompt to be shorter and clearer: 'hey can you maybe please if possible just kind of fi",prompt_rewrite_only,cheap,prompt_rewrite_only,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000052,0.000000,Y,""
rw-2,prompt_rewrite_only,"shorten this prompt while keeping all constraints",prompt_rewrite_only,cheap,prompt_rewrite_only,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000089,0.000000,Y,""
rw-3,prompt_rewrite_only,"make this prompt more specific so the LLM doesn't hallucinate",prompt_rewrite_only,cheap,unknown,openai/gpt-4o-mini,mid,N,Y,Y,100,0.000121,0.000000,Y,""
edge-1,ui_change,"make my button look nicer",ui_change,cheap,ui_change,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000166,0.000000,Y,""
edge-2,explanation,"what does '?.' do in javascript",explanation,cheap,explanation,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000146,0.000000,Y,""
edge-3,test_generation,"make this code testable",test_generation,cheap,unknown,openai/gpt-4o-mini,mid,N,Y,Y,100,0.000197,0.000000,Y,""
edge-4,creative_generation,"make me a calculator",creative_generation,mid,creative_generation,anthropic/claude-sonnet-4.6,strong,Y,Y,Y,100,0.000000,0.000000,Y,""
edge-5,explanation,"is this code thread-safe",code_review,cheap,unknown,openai/gpt-4o-mini,mid,N,Y,Y,100,0.000211,0.000000,Y,""
edge-6,simple_edit,"make this prettier",simple_edit,cheap,simple_edit,openai/gpt-4o-mini,mid,Y,Y,Y,100,0.000111,0.000000,Y,""